company_id,company_name,website,country,industry,company_size,employee_count,revenue_range
C00620,W Technologies 0620,https://example-company-0620.com,UK,Education,Small,17967,> $1B
C00621,X Solutions 0621,https://example-company-0621.com,Canada,Retail,Medium,12374,> $1B
C00622,Y Industries 0622,https://example-company-0622.com,Canada,Banking,Large,19900,> $1B
C00623,Z Systems 0623,https://example-company-0623.com,UK,Education,Large,16540,> $1B
C00624,A Group 0624,https://example-company-0624.com,Canada,Banking,Small,1620,$250M-$1B
C00625,B Technologies 0625,https://example-company-0625.com,Singapore,Manufacturing,Medium,7873,> $1B
C00626,C Solutions 0626,https://example-company-0626.com,UAE,Education,Large,7724,> $1B
C00627,D Industries 0627,https://example-company-0627.com,Germany,Manufacturing,Medium,110,< $50M
C00628,E Systems 0628,https://example-company-0628.com,Germany,Manufacturing,Medium,3655,$250M-$1B
C00629,F Group 0629,https://example-company-0629.com,Australia,Healthcare,Medium,15255,> $1B
C00630,G Technologies 0630,https://example-company-0630.com,Germany,Insurance,Medium,7074,> $1B
C00631,H Solutions 0631,https://example-company-0631.com,India,Manufacturing,Medium,3000,$250M-$1B
C00632,I Industries 0632,https://example-company-0632.com,Germany,Education,Enterprise,5785,> $1B
C00633,J Systems 0633,https://example-company-0633.com,Canada,Banking,Large,5530,> $1B
C00634,K Group 0634,https://example-company-0634.com,Germany,Education,Large,3532,$250M-$1B
C00635,L Technologies 0635,https://example-company-0635.com,UK,Healthcare,Enterprise,2068,$250M-$1B
C00636,M Solutions 0636,https://example-company-0636.com,Singapore,Manufacturing,Medium,15293,> $1B
C00637,N Industries 0637,https://example-company-0637.com,UAE,Insurance,Medium,16499,> $1B
C00638,O Systems 0638,https://example-company-0638.com,UAE,Manufacturing,Enterprise,9950,> $1B
C00639,P Group 0639,https://example-company-0639.com,India,Insurance,Medium,12328,> $1B
C00640,Q Technologies 0640,https://example-company-0640.com,Saudi Arabia,Retail,Large,18388,> $1B
C00641,R Solutions 0641,https://example-company-0641.com,Singapore,Telecom,Large,16861,> $1B
C00642,S Industries 0642,https://example-company-0642.com,Saudi Arabia,Banking,Small,700,$50M-$250M
C00643,T Systems 0643,https://example-company-0643.com,Netherlands,Healthcare,Medium,19061,> $1B
C00644,U Group 0644,https://example-company-0644.com,Canada,Manufacturing,Medium,1386,$250M-$1B
C00645,V Technologies 0645,https://example-company-0645.com,India,Insurance,Medium,580,$50M-$250M
C00646,W Solutions 0646,https://example-company-0646.com,Germany,Retail,Medium,8095,> $1B
C00647,X Industries 0647,https://example-company-0647.com,Canada,Retail,Medium,14929,> $1B
C00648,Y Systems 0648,https://example-company-0648.com,Australia,Telecom,Large,1651,$250M-$1B
C00649,Z Group 0649,https://example-company-0649.com,Saudi Arabia,Education,Enterprise,5895,> $1B
C00650,A Technologies 0650,https://example-company-0650.com,Netherlands,Logistics,Large,5291,> $1B
C00651,B Solutions 0651,https://example-company-0651.com,Canada,Insurance,Medium,7977,> $1B
C00652,C Industries 0652,https://example-company-0652.com,Singapore,Banking,Medium,19721,> $1B
C00653,D Systems 0653,https://example-company-0653.com,UAE,Banking,Medium,6661,> $1B
C00654,E Group 0654,https://example-company-0654.com,Netherlands,Manufacturing,Small,4218,$250M-$1B
C00655,F Technologies 0655,https://example-company-0655.com,Australia,Insurance,Enterprise,2490,$250M-$1B
C00656,G Solutions 0656,https://example-company-0656.com,Australia,Insurance,Medium,4002,$250M-$1B
C00657,H Industries 0657,https://example-company-0657.com,India,Logistics,Medium,2706,$250M-$1B
C00658,I Systems 0658,https://example-company-0658.com,Singapore,Logistics,Large,11494,> $1B
C00659,J Group 0659,https://example-company-0659.com,USA,Logistics,Medium,8439,> $1B
C00660,K Technologies 0660,https://example-company-0660.com,UAE,Retail,Small,9985,> $1B
C00661,L Solutions 0661,https://example-company-0661.com,UK,Manufacturing,Medium,16651,> $1B
C00662,M Industries 0662,https://example-company-0662.com,India,Manufacturing,Large,11629,> $1B
C00663,N Systems 0663,https://example-company-0663.com,USA,Insurance,Large,3145,$250M-$1B
C00664,O Group 0664,https://example-company-0664.com,UAE,Manufacturing,Medium,7565,> $1B
C00665,P Technologies 0665,https://example-company-0665.com,Australia,Manufacturing,Enterprise,6285,> $1B
C00666,Q Solutions 0666,https://example-company-0666.com,Singapore,Healthcare,Enterprise,16543,> $1B
C00667,R Industries 0667,https://example-company-0667.com,Australia,Logistics,Large,6175,> $1B
C00668,S Systems 0668,https://example-company-0668.com,Netherlands,Telecom,Medium,2814,$250M-$1B
C00669,T Group 0669,https://example-company-0669.com,Saudi Arabia,Manufacturing,Small,14733,> $1B
C00670,U Technologies 0670,https://example-company-0670.com,UK,Telecom,Enterprise,8596,> $1B
C00671,V Solutions 0671,https://example-company-0671.com,Saudi Arabia,Logistics,Medium,1962,$250M-$1B
C00672,W Industries 0672,https://example-company-0672.com,Singapore,Manufacturing,Large,13810,> $1B
C00673,X Systems 0673,https://example-company-0673.com,Singapore,Retail,Large,4249,$250M-$1B
C00674,Y Group 0674,https://example-company-0674.com,USA,Logistics,Small,17371,> $1B
C00675,Z Technologies 0675,https://example-company-0675.com,Singapore,Telecom,Large,16657,> $1B
C00676,A Solutions 0676,https://example-company-0676.com,India,Education,Enterprise,7422,> $1B
C00677,B Industries 0677,https://example-company-0677.com,Australia,Insurance,Large,11134,> $1B
C00678,C Systems 0678,https://example-company-0678.com,USA,Healthcare,Medium,11376,> $1B
C00679,D Group 0679,https://example-company-0679.com,Australia,Education,Enterprise,13085,> $1B
C00680,E Technologies 0680,https://example-company-0680.com,Saudi Arabia,Manufacturing,Large,1429,$250M-$1B
C00681,F Solutions 0681,https://example-company-0681.com,India,Education,Large,6530,> $1B
C00682,G Industries 0682,https://example-company-0682.com,UK,Banking,Large,3447,$250M-$1B
C00683,H Systems 0683,https://example-company-0683.com,Saudi Arabia,Banking,Large,13965,> $1B
C00684,I Group 0684,https://example-company-0684.com,Saudi Arabia,Logistics,Medium,1429,$250M-$1B
C00685,J Technologies 0685,https://example-company-0685.com,UK,Retail,Small,10363,> $1B
C00686,K Solutions 0686,https://example-company-0686.com,Netherlands,Manufacturing,Medium,14571,> $1B
C00687,L Industries 0687,https://example-company-0687.com,Canada,Healthcare,Large,18970,> $1B
C00688,M Systems 0688,https://example-company-0688.com,Australia,Healthcare,Large,5796,> $1B
C00689,N Group 0689,https://example-company-0689.com,Canada,Education,Large,209,< $50M
C00690,O Technologies 0690,https://example-company-0690.com,India,Banking,Medium,14488,> $1B
C00691,P Solutions 0691,https://example-company-0691.com,Saudi Arabia,Logistics,Large,80,< $50M
C00692,Q Industries 0692,https://example-company-0692.com,India,Education,Enterprise,1374,$250M-$1B
C00693,R Systems 0693,https://example-company-0693.com,Saudi Arabia,Telecom,Medium,19810,> $1B
C00694,S Group 0694,https://example-company-0694.com,Saudi Arabia,Healthcare,Large,17257,> $1B
C00695,T Technologies 0695,https://example-company-0695.com,USA,Insurance,Large,14165,> $1B
C00696,U Solutions 0696,https://example-company-0696.com,UAE,Telecom,Large,16718,> $1B
C00697,V Industries 0697,https://example-company-0697.com,India,Healthcare,Medium,1553,$250M-$1B
C00698,W Systems 0698,https://example-company-0698.com,Australia,Insurance,Large,1824,$250M-$1B
C00699,X Group 0699,https://example-company-0699.com,USA,Retail,Enterprise,6051,> $1B
C00700,Y Technologies 0700,https://example-company-0700.com,USA,Education,Large,523,$50M-$250M
C00701,Z Solutions 0701,https://example-company-0701.com,Australia,Retail,Enterprise,17771,> $1B
C00702,A Industries 0702,https://example-company-0702.com,Singapore,Insurance,Enterprise,1172,$250M-$1B
C00703,B Systems 0703,https://example-company-0703.com,UK,Telecom,Medium,10903,> $1B
C00704,C Group 0704,https://example-company-0704.com,UK,Insurance,Large,17079,> $1B
C00705,D Technologies 0705,https://example-company-0705.com,UK,Education,Medium,14712,> $1B
C00706,E Solutions 0706,https://example-company-0706.com,Australia,Logistics,Enterprise,4732,$250M-$1B
C00707,F Industries 0707,https://example-company-0707.com,USA,Education,Small,9433,> $1B
C00708,G Systems 0708,https://example-company-0708.com,Australia,Education,Medium,10988,> $1B
C00709,H Group 0709,https://example-company-0709.com,Canada,Insurance,Enterprise,15370,> $1B
C00710,I Technologies 0710,https://example-company-0710.com,Canada,Insurance,Medium,8553,> $1B
C00711,J Solutions 0711,https://example-company-0711.com,Singapore,Retail,Large,5736,> $1B
C00712,K Industries 0712,https://example-company-0712.com,Australia,Healthcare,Medium,15920,> $1B
C00713,L Systems 0713,https://example-company-0713.com,India,Education,Enterprise,17735,> $1B
C00714,M Group 0714,https://example-company-0714.com,India,Telecom,Enterprise,9803,> $1B
C00715,N Technologies 0715,https://example-company-0715.com,Saudi Arabia,Telecom,Medium,609,$50M-$250M
C00716,O Solutions 0716,https://example-company-0716.com,India,Education,Large,10038,> $1B
C00717,P Industries 0717,https://example-company-0717.com,Australia,Telecom,Medium,17791,> $1B
C00718,Q Systems 0718,https://example-company-0718.com,Canada,Healthcare,Large,19782,> $1B
C00719,R Group 0719,https://example-company-0719.com,UAE,Healthcare,Large,8050,> $1B
C00720,S Technologies 0720,https://example-company-0720.com,Australia,Manufacturing,Large,3045,$250M-$1B
C00721,T Solutions 0721,https://example-company-0721.com,UK,Banking,Small,11464,> $1B
C00722,U Industries 0722,https://example-company-0722.com,Saudi Arabia,Telecom,Medium,16622,> $1B
C00723,V Systems 0723,https://example-company-0723.com,Netherlands,Telecom,Large,18902,> $1B
C00724,W Group 0724,https://example-company-0724.com,UK,Telecom,Large,1082,$250M-$1B
C00725,X Technologies 0725,https://example-company-0725.com,India,Manufacturing,Medium,5846,> $1B
C00726,Y Solutions 0726,https://example-company-0726.com,UK,Logistics,Small,9579,> $1B
C00727,Z Industries 0727,https://example-company-0727.com,India,Education,Medium,2010,$250M-$1B
C00728,A Systems 0728,https://example-company-0728.com,USA,Manufacturing,Enterprise,17732,> $1B
C00729,B Group 0729,https://example-company-0729.com,Canada,Healthcare,Small,2287,$250M-$1B
C00730,C Technologies 0730,https://example-company-0730.com,Singapore,Banking,Medium,13321,> $1B
C00731,D Solutions 0731,https://example-company-0731.com,India,Logistics,Enterprise,18376,> $1B
C00732,E Industries 0732,https://example-company-0732.com,Canada,Education,Small,13720,> $1B
C00733,F Systems 0733,https://example-company-0733.com,Saudi Arabia,Telecom,Large,15275,> $1B
C00734,G Group 0734,https://example-company-0734.com,India,Logistics,Medium,5303,> $1B
C00735,H Technologies 0735,https://example-company-0735.com,UAE,Logistics,Enterprise,16558,> $1B
C00736,I Solutions 0736,https://example-company-0736.com,Singapore,Logistics,Large,8400,> $1B
C00737,J Industries 0737,https://example-company-0737.com,India,Manufacturing,Enterprise,1273,$250M-$1B
C00738,K Systems 0738,https://example-company-0738.com,Germany,Banking,Medium,7363,> $1B
C00739,L Group 0739,https://example-company-0739.com,India,Banking,Large,7029,> $1B
C00740,M Technologies 0740,https://example-company-0740.com,Netherlands,Insurance,Large,10452,> $1B
C00741,N Solutions 0741,https://example-company-0741.com,Netherlands,Healthcare,Medium,5333,> $1B
C00742,O Industries 0742,https://example-company-0742.com,India,Telecom,Medium,9271,> $1B
C00743,P Systems 0743,https://example-company-0743.com,Singapore,Healthcare,Small,8587,> $1B
C00744,Q Group 0744,https://example-company-0744.com,UAE,Banking,Enterprise,6571,> $1B
C00745,R Technologies 0745,https://example-company-0745.com,India,Insurance,Large,13939,> $1B
C00746,S Solutions 0746,https://example-company-0746.com,Germany,Education,Large,6144,> $1B
C00747,T Industries 0747,https://example-company-0747.com,Australia,Education,Large,15327,> $1B
C00748,U Systems 0748,https://example-company-0748.com,Germany,Healthcare,Large,5054,> $1B
C00749,V Group 0749,https://example-company-0749.com,Germany,Logistics,Medium,17304,> $1B
C00750,W Technologies 0750,https://example-company-0750.com,UK,Telecom,Medium,7332,> $1B
C00751,X Solutions 0751,https://example-company-0751.com,Saudi Arabia,Education,Large,861,$50M-$250M
C00752,Y Industries 0752,https://example-company-0752.com,UK,Education,Medium,3041,$250M-$1B
C00753,Z Systems 0753,https://example-company-0753.com,USA,Telecom,Enterprise,16134,> $1B
C00754,A Group 0754,https://example-company-0754.com,Saudi Arabia,Healthcare,Large,17448,> $1B
C00755,B Technologies 0755,https://example-company-0755.com,Australia,Telecom,Medium,4278,$250M-$1B
C00756,C Solutions 0756,https://example-company-0756.com,Canada,Retail,Large,12062,> $1B
C00757,D Industries 0757,https://example-company-0757.com,India,Retail,Small,11508,> $1B
C00758,E Systems 0758,https://example-company-0758.com,Germany,Manufacturing,Enterprise,2719,$250M-$1B
C00759,F Group 0759,https://example-company-0759.com,UK,Manufacturing,Enterprise,9067,> $1B
C00760,G Technologies 0760,https://example-company-0760.com,India,Manufacturing,Enterprise,13892,> $1B
C00761,H Solutions 0761,https://example-company-0761.com,UK,Healthcare,Medium,19344,> $1B
C00762,I Industries 0762,https://example-company-0762.com,Australia,Healthcare,Medium,16960,> $1B
C00763,J Systems 0763,https://example-company-0763.com,Saudi Arabia,Banking,Medium,2001,$250M-$1B
C00764,K Group 0764,https://example-company-0764.com,Saudi Arabia,Manufacturing,Small,4788,$250M-$1B
C00765,L Technologies 0765,https://example-company-0765.com,Germany,Manufacturing,Small,8762,> $1B
C00766,M Solutions 0766,https://example-company-0766.com,India,Education,Small,3054,$250M-$1B
C00767,N Industries 0767,https://example-company-0767.com,Singapore,Manufacturing,Enterprise,11435,> $1B
C00768,O Systems 0768,https://example-company-0768.com,Canada,Healthcare,Small,221,< $50M
C00769,P Group 0769,https://example-company-0769.com,UK,Banking,Small,2314,$250M-$1B
C00770,Q Technologies 0770,https://example-company-0770.com,Germany,Insurance,Large,992,$50M-$250M
C00771,R Solutions 0771,https://example-company-0771.com,Singapore,Retail,Large,5944,> $1B
C00772,S Industries 0772,https://example-company-0772.com,Saudi Arabia,Healthcare,Large,15256,> $1B
C00773,T Systems 0773,https://example-company-0773.com,USA,Retail,Large,3586,$250M-$1B
C00774,U Group 0774,https://example-company-0774.com,India,Healthcare,Enterprise,19744,> $1B
C00775,V Technologies 0775,https://example-company-0775.com,Netherlands,Logistics,Large,5427,> $1B
C00776,W Solutions 0776,https://example-company-0776.com,Saudi Arabia,Insurance,Large,945,$50M-$250M
C00777,X Industries 0777,https://example-company-0777.com,Canada,Retail,Large,6743,> $1B
C00778,Y Systems 0778,https://example-company-0778.com,UK,Insurance,Medium,14974,> $1B
C00779,Z Group 0779,https://example-company-0779.com,UAE,Retail,Medium,2177,$250M-$1B
C00780,A Technologies 0780,https://example-company-0780.com,Netherlands,Telecom,Medium,1483,$250M-$1B
C00781,B Solutions 0781,https://example-company-0781.com,Netherlands,Banking,Medium,16994,> $1B
C00782,C Industries 0782,https://example-company-0782.com,Singapore,Retail,Large,11863,> $1B
C00783,D Systems 0783,https://example-company-0783.com,UK,Banking,Medium,6897,> $1B
C00784,E Group 0784,https://example-company-0784.com,UK,Education,Medium,15133,> $1B
C00785,F Technologies 0785,https://example-company-0785.com,Canada,Telecom,Medium,16894,> $1B
C00786,G Solutions 0786,https://example-company-0786.com,Australia,Insurance,Large,7216,> $1B
C00787,H Industries 0787,https://example-company-0787.com,USA,Insurance,Medium,11245,> $1B
C00788,I Systems 0788,https://example-company-0788.com,Singapore,Banking,Large,268,$50M-$250M
C00789,J Group 0789,https://example-company-0789.com,Australia,Healthcare,Enterprise,6157,> $1B
C00790,K Technologies 0790,https://example-company-0790.com,USA,Logistics,Small,11924,> $1B
C00791,L Solutions 0791,https://example-company-0791.com,USA,Manufacturing,Large,3982,$250M-$1B
C00792,M Industries 0792,https://example-company-0792.com,Canada,Education,Medium,19825,> $1B
C00793,N Systems 0793,https://example-company-0793.com,India,Retail,Medium,19424,> $1B
C00794,O Group 0794,https://example-company-0794.com,Netherlands,Retail,Large,5189,> $1B
C00795,P Technologies 0795,https://example-company-0795.com,Canada,Healthcare,Enterprise,7957,> $1B
C00796,Q Solutions 0796,https://example-company-0796.com,UAE,Insurance,Medium,3830,$250M-$1B
C00797,R Industries 0797,https://example-company-0797.com,Saudi Arabia,Education,Large,10103,> $1B
C00798,S Systems 0798,https://example-company-0798.com,Canada,Insurance,Medium,2522,$250M-$1B
C00799,T Group 0799,https://example-company-0799.com,Germany,Healthcare,Large,7849,> $1B
C00800,U Technologies 0800,https://example-company-0800.com,Canada,Manufacturing,Large,11127,> $1B
C00801,V Solutions 0801,https://example-company-0801.com,USA,Banking,Large,12256,> $1B
C00802,W Industries 0802,https://example-company-0802.com,Germany,Healthcare,Large,11949,> $1B
C00803,X Systems 0803,https://example-company-0803.com,Australia,Healthcare,Small,4467,$250M-$1B
C00804,Y Group 0804,https://example-company-0804.com,Saudi Arabia,Retail,Large,15855,> $1B
C00805,Z Technologies 0805,https://example-company-0805.com,India,Insurance,Large,13850,> $1B
C00806,A Solutions 0806,https://example-company-0806.com,India,Banking,Large,15073,> $1B
C00807,B Industries 0807,https://example-company-0807.com,Australia,Banking,Small,9383,> $1B
C00808,C Systems 0808,https://example-company-0808.com,UK,Healthcare,Medium,17856,> $1B
C00809,D Group 0809,https://example-company-0809.com,Germany,Banking,Medium,7827,> $1B
C00810,E Technologies 0810,https://example-company-0810.com,Saudi Arabia,Education,Small,16125,> $1B
C00811,F Solutions 0811,https://example-company-0811.com,USA,Insurance,Medium,4110,$250M-$1B
C00812,G Industries 0812,https://example-company-0812.com,Netherlands,Telecom,Medium,4982,$250M-$1B
C00813,H Systems 0813,https://example-company-0813.com,Singapore,Telecom,Large,10558,> $1B
C00814,I Group 0814,https://example-company-0814.com,UAE,Healthcare,Medium,11139,> $1B
C00815,J Technologies 0815,https://example-company-0815.com,India,Education,Large,14937,> $1B
C00816,K Solutions 0816,https://example-company-0816.com,Netherlands,Banking,Large,5983,> $1B
C00817,L Industries 0817,https://example-company-0817.com,USA,Insurance,Large,17459,> $1B
C00818,M Systems 0818,https://example-company-0818.com,UK,Retail,Medium,6629,> $1B
C00819,N Group 0819,https://example-company-0819.com,Singapore,Insurance,Medium,10706,> $1B
C00820,O Technologies 0820,https://example-company-0820.com,Saudi Arabia,Retail,Large,18642,> $1B
C00821,P Solutions 0821,https://example-company-0821.com,USA,Retail,Enterprise,10811,> $1B
C00822,Q Industries 0822,https://example-company-0822.com,Singapore,Logistics,Medium,13653,> $1B
C00823,R Systems 0823,https://example-company-0823.com,UK,Retail,Large,18177,> $1B
C00824,S Group 0824,https://example-company-0824.com,Singapore,Education,Large,19493,> $1B
C00825,T Technologies 0825,https://example-company-0825.com,Singapore,Logistics,Large,10013,> $1B
C00826,U Solutions 0826,https://example-company-0826.com,USA,Education,Small,8367,> $1B
C00827,V Industries 0827,https://example-company-0827.com,Singapore,Banking,Large,3978,$250M-$1B
C00828,W Systems 0828,https://example-company-0828.com,Netherlands,Education,Medium,10771,> $1B
C00829,X Group 0829,https://example-company-0829.com,Netherlands,Manufacturing,Enterprise,18370,> $1B
C00830,Y Technologies 0830,https://example-company-0830.com,USA,Education,Medium,9767,> $1B
C00831,Z Solutions 0831,https://example-company-0831.com,UAE,Retail,Medium,7002,> $1B
C00832,A Industries 0832,https://example-company-0832.com,UAE,Education,Enterprise,2190,$250M-$1B
C00833,B Systems 0833,https://example-company-0833.com,Canada,Manufacturing,Medium,7825,> $1B
C00834,C Group 0834,https://example-company-0834.com,UK,Banking,Medium,4772,$250M-$1B
C00835,D Technologies 0835,https://example-company-0835.com,Netherlands,Healthcare,Medium,19535,> $1B
C00836,E Solutions 0836,https://example-company-0836.com,India,Insurance,Small,10576,> $1B
C00837,F Industries 0837,https://example-company-0837.com,Netherlands,Education,Small,2782,$250M-$1B
C00838,G Systems 0838,https://example-company-0838.com,UK,Retail,Medium,1394,$250M-$1B
C00839,H Group 0839,https://example-company-0839.com,USA,Insurance,Large,17022,> $1B
C00840,I Technologies 0840,https://example-company-0840.com,Saudi Arabia,Manufacturing,Large,18632,> $1B
C00841,J Solutions 0841,https://example-company-0841.com,UAE,Healthcare,Small,15271,> $1B
C00842,K Industries 0842,https://example-company-0842.com,Singapore,Banking,Large,2520,$250M-$1B
C00843,L Systems 0843,https://example-company-0843.com,Saudi Arabia,Logistics,Medium,2010,$250M-$1B
C00844,M Group 0844,https://example-company-0844.com,USA,Logistics,Enterprise,3999,$250M-$1B
C00845,N Technologies 0845,https://example-company-0845.com,USA,Telecom,Medium,15035,> $1B
C00846,O Solutions 0846,https://example-company-0846.com,USA,Manufacturing,Large,15318,> $1B
C00847,P Industries 0847,https://example-company-0847.com,UK,Healthcare,Medium,16765,> $1B
C00848,Q Systems 0848,https://example-company-0848.com,USA,Manufacturing,Large,1983,$250M-$1B
C00849,R Group 0849,https://example-company-0849.com,Netherlands,Manufacturing,Medium,3106,$250M-$1B
C00850,S Technologies 0850,https://example-company-0850.com,Singapore,Insurance,Large,18010,> $1B
C00851,T Solutions 0851,https://example-company-0851.com,Saudi Arabia,Banking,Medium,18578,> $1B
C00852,U Industries 0852,https://example-company-0852.com,Netherlands,Retail,Enterprise,14527,> $1B
C00853,V Systems 0853,https://example-company-0853.com,Saudi Arabia,Healthcare,Large,2165,$250M-$1B
C00854,W Group 0854,https://example-company-0854.com,UAE,Insurance,Large,1418,$250M-$1B
C00855,X Technologies 0855,https://example-company-0855.com,UAE,Banking,Large,1158,$250M-$1B
C00856,Y Solutions 0856,https://example-company-0856.com,Netherlands,Logistics,Enterprise,13852,> $1B
C00857,Z Industries 0857,https://example-company-0857.com,UAE,Retail,Medium,16927,> $1B
C00858,A Systems 0858,https://example-company-0858.com,USA,Manufacturing,Medium,12650,> $1B
C00859,B Group 0859,https://example-company-0859.com,Singapore,Manufacturing,Medium,5278,> $1B
C00860,C Technologies 0860,https://example-company-0860.com,Netherlands,Telecom,Medium,15159,> $1B
C00861,D Solutions 0861,https://example-company-0861.com,Saudi Arabia,Telecom,Large,1229,$250M-$1B
C00862,E Industries 0862,https://example-company-0862.com,Saudi Arabia,Retail,Enterprise,16572,> $1B
C00863,F Systems 0863,https://example-company-0863.com,UK,Logistics,Enterprise,17843,> $1B
C00864,G Group 0864,https://example-company-0864.com,India,Retail,Large,14381,> $1B
C00865,H Technologies 0865,https://example-company-0865.com,Netherlands,Logistics,Large,17591,> $1B
C00866,I Solutions 0866,https://example-company-0866.com,Singapore,Healthcare,Enterprise,11744,> $1B
C00867,J Industries 0867,https://example-company-0867.com,Netherlands,Banking,Enterprise,9393,> $1B
C00868,K Systems 0868,https://example-company-0868.com,Netherlands,Logistics,Medium,6483,> $1B
C00869,L Group 0869,https://example-company-0869.com,Canada,Banking,Large,18438,> $1B
C00870,M Technologies 0870,https://example-company-0870.com,USA,Logistics,Large,13960,> $1B
C00871,N Solutions 0871,https://example-company-0871.com,Canada,Banking,Medium,3850,$250M-$1B
C00872,O Industries 0872,https://example-company-0872.com,UAE,Insurance,Medium,19141,> $1B
C00873,P Systems 0873,https://example-company-0873.com,UK,Manufacturing,Enterprise,1231,$250M-$1B
C00874,Q Group 0874,https://example-company-0874.com,UK,Education,Enterprise,11771,> $1B
C00875,R Technologies 0875,https://example-company-0875.com,Singapore,Healthcare,Enterprise,3851,$250M-$1B
C00876,S Solutions 0876,https://example-company-0876.com,Australia,Banking,Large,13303,> $1B
C00877,T Industries 0877,https://example-company-0877.com,Australia,Insurance,Medium,8282,> $1B
C00878,U Systems 0878,https://example-company-0878.com,India,Education,Medium,8770,> $1B
C00879,V Group 0879,https://example-company-0879.com,Australia,Telecom,Large,13447,> $1B
C00880,W Technologies 0880,https://example-company-0880.com,Singapore,Banking,Large,15134,> $1B
C00881,X Solutions 0881,https://example-company-0881.com,USA,Healthcare,Large,7631,> $1B
C00882,Y Industries 0882,https://example-company-0882.com,Netherlands,Retail,Large,19953,> $1B
C00883,Z Systems 0883,https://example-company-0883.com,Canada,Insurance,Medium,9994,> $1B
C00884,A Group 0884,https://example-company-0884.com,UK,Logistics,Large,3249,$250M-$1B
C00885,B Technologies 0885,https://example-company-0885.com,Netherlands,Manufacturing,Medium,177,< $50M
C00886,C Solutions 0886,https://example-company-0886.com,India,Insurance,Medium,4087,$250M-$1B
C00887,D Industries 0887,https://example-company-0887.com,USA,Telecom,Small,13837,> $1B
C00888,E Systems 0888,https://example-company-0888.com,UK,Healthcare,Medium,10811,> $1B
C00889,F Group 0889,https://example-company-0889.com,USA,Banking,Enterprise,6789,> $1B
C00890,G Technologies 0890,https://example-company-0890.com,UAE,Healthcare,Medium,9653,> $1B
C00891,H Solutions 0891,https://example-company-0891.com,USA,Insurance,Medium,16770,> $1B
C00892,I Industries 0892,https://example-company-0892.com,India,Insurance,Large,11452,> $1B
C00893,J Systems 0893,https://example-company-0893.com,Australia,Education,Large,1209,$250M-$1B
C00894,K Group 0894,https://example-company-0894.com,Saudi Arabia,Telecom,Small,1029,$250M-$1B
C00895,L Technologies 0895,https://example-company-0895.com,India,Insurance,Medium,9666,> $1B
C00896,M Solutions 0896,https://example-company-0896.com,Singapore,Logistics,Medium,8115,> $1B
C00897,N Industries 0897,https://example-company-0897.com,Australia,Manufacturing,Large,17017,> $1B
C00898,O Systems 0898,https://example-company-0898.com,USA,Logistics,Medium,11680,> $1B
C00899,P Group 0899,https://example-company-0899.com,USA,Telecom,Small,15149,> $1B
C00900,Q Technologies 0900,https://example-company-0900.com,Singapore,Retail,Small,11724,> $1B
C00901,R Solutions 0901,https://example-company-0901.com,USA,Manufacturing,Large,6938,> $1B
C00902,S Industries 0902,https://example-company-0902.com,USA,Manufacturing,Small,13163,> $1B
C00903,T Systems 0903,https://example-company-0903.com,UAE,Telecom,Large,12447,> $1B
C00904,U Group 0904,https://example-company-0904.com,Netherlands,Insurance,Medium,14418,> $1B
C00905,V Technologies 0905,https://example-company-0905.com,Canada,Retail,Large,3825,$250M-$1B
C00906,W Solutions 0906,https://example-company-0906.com,India,Insurance,Medium,12848,> $1B
C00907,X Industries 0907,https://example-company-0907.com,Canada,Retail,Medium,5745,> $1B
C00908,Y Systems 0908,https://example-company-0908.com,UK,Insurance,Small,15815,> $1B
C00909,Z Group 0909,https://example-company-0909.com,Germany,Banking,Large,15980,> $1B
C00910,A Technologies 0910,https://example-company-0910.com,USA,Education,Enterprise,12513,> $1B
C00911,B Solutions 0911,https://example-company-0911.com,India,Banking,Small,18936,> $1B
C00912,C Industries 0912,https://example-company-0912.com,UK,Education,Medium,10773,> $1B
C00913,D Systems 0913,https://example-company-0913.com,Germany,Banking,Enterprise,551,$50M-$250M
C00914,E Group 0914,https://example-company-0914.com,Saudi Arabia,Logistics,Large,12143,> $1B
C00915,F Technologies 0915,https://example-company-0915.com,Australia,Retail,Medium,15565,> $1B
C00916,G Solutions 0916,https://example-company-0916.com,Canada,Manufacturing,Medium,2068,$250M-$1B
C00917,H Industries 0917,https://example-company-0917.com,Australia,Retail,Large,2136,$250M-$1B
C00918,I Systems 0918,https://example-company-0918.com,India,Healthcare,Large,5499,> $1B
C00919,J Group 0919,https://example-company-0919.com,UAE,Healthcare,Large,16892,> $1B
C00920,K Technologies 0920,https://example-company-0920.com,Singapore,Manufacturing,Enterprise,10571,> $1B
C00921,L Solutions 0921,https://example-company-0921.com,Netherlands,Healthcare,Medium,19529,> $1B
C00922,M Industries 0922,https://example-company-0922.com,Australia,Manufacturing,Medium,17466,> $1B
C00923,N Systems 0923,https://example-company-0923.com,Canada,Logistics,Medium,11118,> $1B
C00924,O Group 0924,https://example-company-0924.com,UK,Healthcare,Medium,13597,> $1B
C00925,P Technologies 0925,https://example-company-0925.com,UAE,Retail,Medium,6653,> $1B
C00926,Q Solutions 0926,https://example-company-0926.com,Saudi Arabia,Insurance,Small,1853,$250M-$1B
C00927,R Industries 0927,https://example-company-0927.com,Australia,Retail,Medium,8004,> $1B
C00928,S Systems 0928,https://example-company-0928.com,Germany,Insurance,Large,11865,> $1B
